,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-2778.71,0.153701,4.91755,4.7888,-2787.36,-2778.35,-2771.34,1035.01,1834.42,1.00356
alpha,-8.30813,0.0122889,0.504564,0.472356,-9.13574,-8.29437,-7.48307,1688.93,2115.55,1.00294
alpha_cell_raw[1],-1.50964,0.0133356,0.649512,0.653078,-2.61562,-1.4814,-0.476718,2365.57,2580.18,1.00239
alpha_cell_raw[2],-0.0623213,0.0104019,0.523544,0.515188,-0.929605,-0.059601,0.786594,2553.49,2658.49,1.00066
alpha_cell_raw[3],1.5513,0.0123249,0.648333,0.639794,0.517568,1.53459,2.67429,2807.51,2752.91,1.00039
alpha_cell_raw[4],-0.632786,0.0115847,0.700189,0.698894,-1.80812,-0.631112,0.491126,3676.4,2898.13,1.0007
alpha_cell_raw[5],0.459707,0.0103654,0.453861,0.445555,-0.281702,0.45426,1.23488,1916.4,2345.9,1.00175
alpha_cell_raw[6],-0.320778,0.0106992,0.470556,0.474559,-1.11078,-0.317867,0.446785,1941.66,2786.86,1.00272
alpha_cell_raw[7],0.180382,0.0107142,0.449005,0.449869,-0.554312,0.180961,0.903071,1766.2,2462.01,1.00229
alpha_cell_raw[8],0.290289,0.010483,0.491907,0.49202,-0.495732,0.287197,1.10991,2197.58,2862.42,1.00115
sigma_cell,1.18348,0.00865331,0.394297,0.330526,0.70014,1.11025,1.91504,2015.32,2727.29,1.00055
beta_inequity_cell_raw[1],0.556434,0.0125611,0.67848,0.658575,-0.564209,0.554122,1.67095,2983.46,3117.4,1.00078
beta_inequity_cell_raw[2],-1.18752,0.0124649,0.686539,0.697859,-2.31964,-1.17418,-0.0850773,3045.84,2849.36,1.00067
beta_inequity_cell_raw[3],0.953532,0.0123305,0.675835,0.676499,-0.112044,0.929057,2.1035,3014.1,3115.8,1.00063
beta_inequity_cell_raw[4],0.443194,0.0140224,0.891943,0.903502,-1.04368,0.466357,1.87983,4059.89,2744.11,1.00123
beta_inequity_cell_raw[5],-0.839142,0.0105522,0.612297,0.610001,-1.85567,-0.828516,0.151939,3376.53,3045.73,1.00203
beta_inequity_cell_raw[6],0.699178,0.0119923,0.66081,0.633909,-0.357567,0.682774,1.79319,3040.0,2899.9,1.00129
beta_inequity_cell_raw[7],-0.859508,0.0105015,0.556687,0.544374,-1.79644,-0.847017,0.0557387,2824.99,3277.48,1.00128
beta_inequity_cell_raw[8],0.152023,0.0120895,0.63775,0.620867,-0.845102,0.130725,1.2618,2887.49,2847.48,1.00074
mu_beta_inequity,-0.123599,0.00686062,0.327302,0.30178,-0.644743,-0.137864,0.434841,2324.91,2457.32,1.00207
sigma_beta_inequity,0.663294,0.00538898,0.243669,0.220593,0.350444,0.621403,1.10363,1964.24,2530.71,1.00077
beta[1],0.817594,0.00278339,0.163154,0.164179,0.55765,0.816729,1.09498,3442.17,2805.89,1.0003
beta[2],0.0708485,0.000429121,0.0293822,0.0293659,0.0218976,0.0713426,0.118883,4614.77,3349.69,1.0
beta[3],-0.0111709,0.00080792,0.0531035,0.0532434,-0.097587,-0.0106258,0.0749479,4374.01,3405.96,1.00058
beta[4],-0.0328179,0.00112817,0.0727063,0.072529,-0.153191,-0.0323769,0.08762,4163.93,2904.61,0.999643
beta[5],0.0901595,0.000509351,0.0350426,0.0359464,0.0307698,0.0906084,0.146895,4775.47,3392.48,1.00086
beta[6],-0.12848,0.00043465,0.0320035,0.0320375,-0.181498,-0.129084,-0.0745731,5512.36,3514.08,1.0004
beta[7],0.0365766,0.000438115,0.0309036,0.0311693,-0.014705,0.037129,0.0867248,5057.03,2926.9,1.00077
beta_race_x_ineq,-0.453438,0.00345937,0.17876,0.18214,-0.756692,-0.44631,-0.169809,2676.4,2896.53,1.00085
beta_geo[1],-0.0172053,0.0123259,0.633799,0.634328,-1.05403,-0.0212263,1.00441,2640.31,2614.26,1.00212
beta_geo[2],-0.580622,0.0131526,0.783924,0.753547,-1.81804,-0.599413,0.760498,3592.8,3075.13,1.00059
beta_geo_x_ineq[1],0.490941,0.0102245,0.474509,0.448507,-0.32333,0.511096,1.2175,2222.13,2128.64,1.00192
beta_geo_x_ineq[2],0.690619,0.0110319,0.627891,0.599647,-0.331468,0.709089,1.71577,3309.8,3009.34,1.00207
beta_holc_share_D,0.682412,0.00285876,0.186475,0.186695,0.370486,0.683872,0.995377,4260.49,3132.68,1.00021
beta_holc_any,-0.109351,0.00118399,0.0785056,0.0785355,-0.237692,-0.109748,0.0203378,4408.41,2899.28,1.00105
beta_vra,0.0547026,0.000732772,0.0575602,0.0567209,-0.0391301,0.0540076,0.150279,6228.42,3135.15,1.00152
phi,5.12978,0.00487488,0.357211,0.356958,4.56371,5.12077,5.73348,5463.54,3040.26,1.00052
alpha_cell[1],-1.65884,0.0126375,0.65359,0.624686,-2.76378,-1.63379,-0.629146,2681.65,2954.54,1.00062
alpha_cell[2],-0.0587266,0.0124982,0.616039,0.571078,-1.03386,-0.064238,0.9616,2444.57,2619.81,1.00041
alpha_cell[3],1.69561,0.0128221,0.633957,0.603655,0.697663,1.68475,2.75193,2456.58,2602.73,1.00064
alpha_cell[4],-0.741546,0.0151463,0.842964,0.799839,-2.20447,-0.687341,0.539513,3200.91,2818.38,1.00131
alpha_cell[5],0.517424,0.0127478,0.534292,0.50728,-0.32216,0.500413,1.40668,1759.31,2568.53,1.00225
alpha_cell[6],-0.358031,0.0128676,0.551869,0.523292,-1.2985,-0.343458,0.539757,1846.54,2556.04,1.00309
alpha_cell[7],0.215326,0.0129619,0.532375,0.504736,-0.629847,0.20374,1.10472,1693.75,2407.83,1.00276
alpha_cell[8],0.331592,0.0126809,0.570042,0.55546,-0.572892,0.321633,1.2771,2026.34,2507.79,1.00238
beta_inequity_cell[1],0.257439,0.0122666,0.538567,0.494082,-0.548608,0.211004,1.23656,1981.93,2103.39,1.00265
beta_inequity_cell[2],-0.840996,0.00999285,0.505768,0.468415,-1.70168,-0.839316,-0.0119933,2583.52,2635.56,1.00123
beta_inequity_cell[3],0.446797,0.0102863,0.501457,0.471052,-0.35601,0.436418,1.31122,2417.49,2480.64,1.002
beta_inequity_cell[4],0.183759,0.0116594,0.629901,0.612842,-0.774224,0.146162,1.27609,3035.16,2649.91,1.00144
beta_inequity_cell[5],-0.669467,0.00514538,0.338165,0.332767,-1.24703,-0.664481,-0.134093,4308.68,3256.34,1.00114
beta_inequity_cell[6],0.314099,0.00534492,0.288846,0.279535,-0.142867,0.30641,0.803547,2941.32,3109.9,1.00033
beta_inequity_cell[7],-0.668594,0.00404442,0.227887,0.229379,-1.06031,-0.663904,-0.308676,3179.91,3357.74,0.999755
beta_inequity_cell[8],-0.0560737,0.00411488,0.304077,0.309328,-0.560354,-0.0531976,0.445473,5493.24,3439.51,1.00018
beta_geo_full[1],-0.0172053,0.0123259,0.633799,0.634328,-1.05403,-0.0212263,1.00441,2640.31,2614.26,1.00212
beta_geo_full[2],-0.580622,0.0131526,0.783924,0.753547,-1.81804,-0.599413,0.760498,3592.8,3075.13,1.00059
beta_geo_full[3],0.0,,0.0,0.0,0.0,0.0,0.0,,,
beta_geo_x_ineq_full[1],0.490941,0.0102245,0.474509,0.448507,-0.32333,0.511096,1.2175,2222.13,2128.64,1.00192
beta_geo_x_ineq_full[2],0.690619,0.0110319,0.627891,0.599647,-0.331468,0.709089,1.71577,3309.8,3009.34,1.00207
beta_geo_x_ineq_full[3],0.0,,0.0,0.0,0.0,0.0,0.0,,,
log_lik[1],-3.14369,0.00185615,0.115592,0.112188,-3.36151,-3.13078,-2.97943,4035.38,3469.12,1.00024
log_lik[2],-4.78864,0.00149995,0.0985813,0.0714984,-4.98246,-4.76401,-4.67967,4950.73,3959.82,0.999855
log_lik[3],-3.54182,0.00105499,0.0646212,0.0457753,-3.66048,-3.52994,-3.46729,4172.37,3566.7,0.999637
log_lik[4],-4.03685,0.00236015,0.157607,0.142952,-4.33329,-4.00245,-3.8481,4859.43,3439.31,1.00017
log_lik[5],-6.37375,0.00234637,0.147685,0.131981,-6.66469,-6.34175,-6.1936,4219.28,3439.48,0.999815
