,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-2775.35,0.151697,5.12967,4.98154,-2784.31,-2775.08,-2767.55,1154.06,1732.91,1.00251
alpha,-8.31009,0.0131871,0.521384,0.483543,-9.13773,-8.31313,-7.46338,1564.44,2395.09,1.00215
alpha_cell_raw[1],-1.53694,0.0127792,0.650963,0.655154,-2.65106,-1.52216,-0.503431,2651.5,2754.48,1.00106
alpha_cell_raw[2],-0.137826,0.00940704,0.526021,0.530699,-1.00845,-0.12756,0.706138,3101.8,3108.32,1.00049
alpha_cell_raw[3],1.5346,0.0125021,0.662803,0.64926,0.482789,1.50718,2.66518,2738.03,2017.06,1.0025
alpha_cell_raw[4],-0.627866,0.0118935,0.700471,0.692917,-1.78835,-0.62308,0.514809,3549.89,2957.73,1.00111
alpha_cell_raw[5],0.463758,0.0108924,0.455844,0.459789,-0.279669,0.461171,1.2095,1768.78,2144.57,1.00125
alpha_cell_raw[6],-0.329885,0.0115507,0.471096,0.466057,-1.12044,-0.311949,0.418474,1684.78,2470.18,1.00235
alpha_cell_raw[7],0.199156,0.0110141,0.454619,0.46227,-0.557109,0.19861,0.944779,1713.98,2282.34,1.00135
alpha_cell_raw[8],0.30527,0.0112686,0.496966,0.492475,-0.507863,0.305157,1.12129,1951.02,2635.75,1.00121
sigma_cell,1.21066,0.00985577,0.424371,0.338908,0.692405,1.13802,1.96698,2171.68,2441.79,1.00364
beta_inequity_cell_raw[1],0.567508,0.011724,0.692522,0.662526,-0.557153,0.571122,1.69209,3507.91,2921.68,1.00013
beta_inequity_cell_raw[2],-1.07703,0.0123912,0.68809,0.678828,-2.25526,-1.05575,0.0318226,3129.96,3375.13,1.00106
beta_inequity_cell_raw[3],0.926348,0.0125985,0.675189,0.683028,-0.118649,0.893425,2.08337,2948.67,2829.99,1.00161
beta_inequity_cell_raw[4],0.437204,0.0116994,0.851172,0.835454,-0.9754,0.444477,1.85132,5348.11,3146.51,1.00135
beta_inequity_cell_raw[5],-0.828537,0.0101997,0.628632,0.613637,-1.87981,-0.829576,0.197949,3824.84,3120.04,1.00003
beta_inequity_cell_raw[6],0.7217,0.0120748,0.652137,0.619139,-0.325122,0.709621,1.8402,2915.69,3080.86,1.00066
beta_inequity_cell_raw[7],-0.905149,0.0102402,0.572859,0.564627,-1.87038,-0.883099,0.004326,3152.16,2763.64,1.00068
beta_inequity_cell_raw[8],0.169154,0.0121494,0.63929,0.625081,-0.866045,0.156734,1.23933,2801.21,2985.85,1.00243
mu_beta_inequity,-0.130426,0.00694777,0.321014,0.294146,-0.636324,-0.140959,0.40585,2144.09,2335.61,1.00057
sigma_beta_inequity,0.647654,0.00548289,0.252661,0.212173,0.325078,0.603217,1.13685,2032.66,2354.97,1.00052
beta[1],0.838972,0.00266229,0.155575,0.156709,0.580097,0.838573,1.09776,3417.86,3077.38,1.00067
beta[2],0.0696421,0.000424917,0.0277767,0.0280448,0.0229726,0.0698295,0.113696,4313.33,2978.37,1.00055
beta[3],-0.0018586,0.000768624,0.0526295,0.0538919,-0.087747,-0.00104857,0.0834436,4739.45,3031.58,1.00287
beta[4],-0.015775,0.00111385,0.0722201,0.0726799,-0.135611,-0.0150254,0.103407,4224.61,3561.08,0.999891
beta[5],0.0922314,0.000496124,0.0342388,0.0341793,0.0355159,0.0921216,0.147938,4780.02,3248.96,1.00115
beta[6],-0.122719,0.000412671,0.0314429,0.03148,-0.172665,-0.123006,-0.0705235,5828.23,3191.78,1.00091
beta[7],0.0449064,0.000446269,0.0301124,0.0294688,-0.00627717,0.0452692,0.0940182,4571.06,3192.08,1.00089
beta_race_x_ineq,-0.450242,0.00318604,0.173212,0.17295,-0.745393,-0.4427,-0.175984,3026.07,2933.21,1.00205
beta_geo[1],-0.0281024,0.0134157,0.662281,0.650265,-1.1007,-0.0429045,1.07425,2459.37,2352.66,1.00147
beta_geo[2],-0.601247,0.0130307,0.808204,0.794043,-1.91805,-0.610483,0.74357,3957.94,2783.81,1.00216
beta_geo_x_ineq[1],0.542329,0.0102237,0.466491,0.444083,-0.247887,0.570659,1.26439,2112.71,2613.47,1.00172
beta_geo_x_ineq[2],0.709128,0.00989262,0.621213,0.568385,-0.376648,0.728839,1.71339,3978.01,3135.29,1.00146
beta_holc_share_D,0.700963,0.00280746,0.176964,0.173617,0.406861,0.704576,0.991196,3988.47,2917.56,1.00051
beta_holc_any,-0.149413,0.00132284,0.0775329,0.0782887,-0.273852,-0.14862,-0.0213699,3430.64,3008.39,1.0008
beta_vra,0.0728678,0.000699986,0.0592213,0.0588878,-0.0226649,0.0727147,0.170392,7195.38,2802.84,1.00199
beta_sundown_log1p,0.128116,0.000693508,0.0462641,0.0456659,0.0527496,0.128576,0.203583,4463.49,3196.42,1.00063
beta_sundown_any,-0.112692,0.00111336,0.0738845,0.0727951,-0.233357,-0.112349,0.0101594,4421.5,2883.36,1.00101
phi,5.20171,0.00471323,0.358433,0.344727,4.61578,5.20984,5.79002,5842.98,2753.62,1.0017
alpha_cell[1],-1.72199,0.012777,0.661044,0.631032,-2.84434,-1.69449,-0.669862,2773.98,2133.13,1.00133
alpha_cell[2],-0.146644,0.0116934,0.627645,0.600151,-1.15384,-0.14583,0.901548,2906.21,2664.43,0.999798
alpha_cell[3],1.7054,0.0122275,0.641896,0.60966,0.652601,1.6968,2.76881,2760.9,2399.23,1.00011
alpha_cell[4],-0.742675,0.0158811,0.844708,0.813355,-2.15516,-0.712335,0.579028,2952.53,2394.43,1.00151
alpha_cell[5],0.534841,0.0134423,0.554327,0.524433,-0.32782,0.523121,1.45219,1716.49,2178.87,1.00069
alpha_cell[6],-0.371684,0.0136874,0.558197,0.532139,-1.30017,-0.35431,0.500206,1671.91,2316.26,1.00292
alpha_cell[7],0.243477,0.0133825,0.554186,0.532373,-0.599755,0.224834,1.16123,1715.88,2317.04,1.00109
alpha_cell[8],0.359154,0.0135462,0.592673,0.572822,-0.582216,0.349591,1.33578,1918.07,2561.35,1.0013
beta_inequity_cell[1],0.242747,0.0119198,0.536791,0.504189,-0.553133,0.199404,1.18037,2048.17,2633.76,1.00235
beta_inequity_cell[2],-0.765381,0.0103595,0.49126,0.450313,-1.58276,-0.759024,0.0133246,2265.02,2804.65,1.00271
beta_inequity_cell[3],0.402612,0.0102783,0.481173,0.450224,-0.338656,0.385639,1.22806,2222.55,2542.4,1.00178
beta_inequity_cell[4],0.170632,0.0103134,0.605171,0.561421,-0.766359,0.124448,1.22587,3538.94,2974.44,1.00188
beta_inequity_cell[5],-0.653609,0.005034,0.325017,0.325735,-1.1946,-0.63993,-0.142829,4200.99,3340.25,1.00035
beta_inequity_cell[6],0.30487,0.00490911,0.281667,0.280738,-0.134755,0.298992,0.788512,3311.32,3299.4,1.00078
beta_inequity_cell[7],-0.687042,0.0040298,0.22936,0.231607,-1.06677,-0.682442,-0.311438,3282.06,3737.33,1.00069
beta_inequity_cell[8],-0.0574569,0.0042411,0.298867,0.294094,-0.563724,-0.0521426,0.426699,5102.05,3428.79,1.00033
beta_geo_full[1],-0.0281024,0.0134157,0.662281,0.650265,-1.1007,-0.0429045,1.07425,2459.37,2352.66,1.00147
beta_geo_full[2],-0.601247,0.0130307,0.808204,0.794043,-1.91805,-0.610483,0.74357,3957.94,2783.81,1.00216
beta_geo_full[3],0.0,,0.0,0.0,0.0,0.0,0.0,,,
beta_geo_x_ineq_full[1],0.542329,0.0102237,0.466491,0.444083,-0.247887,0.570659,1.26439,2112.71,2613.47,1.00172
beta_geo_x_ineq_full[2],0.709128,0.00989262,0.621213,0.568385,-0.376648,0.728839,1.71339,3978.01,3135.29,1.00146
beta_geo_x_ineq_full[3],0.0,,0.0,0.0,0.0,0.0,0.0,,,
log_lik[1],-3.16149,0.00200224,0.12431,0.120002,-3.38879,-3.1443,-2.98714,3956.38,3825.75,0.999788
log_lik[2],-4.77071,0.00148247,0.0895515,0.06476,-4.94863,-4.74876,-4.66946,4105.96,3235.19,1.00318
log_lik[3],-3.53281,0.00109768,0.0609142,0.0445966,-3.64578,-3.52045,-3.46207,3583.09,3166.47,1.00209
log_lik[4],-4.06483,0.00284703,0.171227,0.156229,-4.38728,-4.0339,-3.85484,4248.78,2925.82,0.999771
log_lik[5],-6.35491,0.00232879,0.139247,0.127222,-6.6241,-6.3273,-6.18277,3971.7,2857.06,1.00172
log_lik[6],-3.91631,0.00290971,0.180266,0.169179,-4.25712,-3.89232,-3.66628,3868.37,3338.44,1.00138
log_lik[7],-6.65299,0.00931722,0.612011,0.613166,-7.7525,-6.61515,-5.73201,4278.0,3512.95,1.00032
log_lik[8],-4.36253,0.00101628,0.0626086,0.0478954,-4.48112,-4.35054,-4.28638,4182.44,3385.99,1.00093
log_lik[9],-5.95926,0.00253638,0.164049,0.142322,-6.27788,-5.91982,-5.76519,4486.56,3728.76,0.9999
log_lik[10],-2.92777,0.0049023,0.310781,0.299367,-3.47642,-2.90644,-2.45466,4334.98,3225.88,0.999893
log_lik[11],-7.23558,0.00599394,0.38472,0.378411,-7.91435,-7.2068,-6.66166,4276.06,3929.17,0.99953
log_lik[12],-5.21239,0.00296265,0.189091,0.178787,-5.57577,-5.18333,-4.95379,4150.84,3916.78,0.999398
log_lik[13],-3.21859,0.00356761,0.221006,0.215926,-3.61129,-3.20037,-2.88536,4017.24,3629.02,1.00045
log_lik[14],-6.64414,0.00663242,0.427208,0.410665,-7.43076,-6.59466,-6.02637,4322.08,3721.23,1.00103
log_lik[15],-2.59409,0.00404193,0.245326,0.228424,-3.04687,-2.56365,-2.24608,4127.47,3362.18,1.00004
log_lik[16],-6.99216,0.0011132,0.0633593,0.0507865,-7.11393,-6.9822,-6.91158,3623.1,3043.73,1.00082
log_lik[17],-3.05829,0.000874251,0.0521029,0.0396299,-3.15912,-3.0484,-2.99537,3750.16,3642.96,1.00121
